;titulo;region;tipo inmueble;proposito;direccion;orientacion;antiguedad;m2 totales;m2_utiles;terraza;m2_terraza;ambientes;habitaciones;banos;estacionamiento;bodega;piso de apartamento;cantidad de pisos edificio;apartamentos por piso;gastos comunes;precio;precio por m2;latitud;longitud;url
82;Los Nísperos 678;coquimbo;departamento;arriendo;Los Nísperos 678, Avenida del Mar, La Serena, Coquimbo;O;2021 años;65;65;0;0;2;2;2;1;0;6;0;6;0;600000;9230,769231;-29,90862;-71,27431;https://www.portalinmobiliario.com/MLC-1524773686-los-nisperos-678-_JM#position=33&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
83;Sector Peñuelas;coquimbo;departamento;arriendo;Sector Peñuelas, Avenida del Mar, La Serena, Coquimbo;0;0;54;54;Si;6;2;2;1;0;0;0;0;0;0;500000;9259,259259;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1524588622-sector-penuelas-_JM#position=34&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
84;Se Arrienda Espectacular Depto. Año Corrido;coquimbo;departamento;arriendo;Peñuelas Norte 101, Coquimbo, Chile, Avenida Costanera, Coquimbo, Coquimbo;0;0;0;120;0;0;0;3;2;1;0;0;0;0;0;700000;0;-29,95409;-71,33588;https://www.portalinmobiliario.com/MLC-1546758396-se-arrienda-espectacular-depto-ano-corrido-_JM#position=35&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
85;Winston Churchill 871;coquimbo;departamento;arriendo;Winston Churchill 871, Coquimbo, Coquimbo;P;0;40;40;0;0;1;1;1;1;0;0;0;8;0;300000;7500;-29,96913;-71,33757;https://www.portalinmobiliario.com/MLC-1524773684-winston-churchill-871-_JM#position=36&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
86;Departamento En Arriendo De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;Condominio Espacio Uno Ii, Puerta del Mar, La Serena, Coquimbo;-;0 años;56;51;Si;5;0;3;1;1;0;0;0;0;0;450000;8035,714286;-29,90159;-71,26301;https://www.portalinmobiliario.com/MLC-1540161438-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM#position=37&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
87;Departamento En Arriendo De 2 Dorm. En La Serena;coquimbo;departamento;arriendo;Condominio Gran Marina Horizonte, Avenida del Mar, La Serena, Coquimbo;-;0 años;61;61;0;0;0;2;2;1;0;23;25;0;0;500000;8196,721311;-29,91833;-71,27587;https://www.portalinmobiliario.com/MLC-1372106785-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM#position=38&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
88;Se Arrienda Hermoso Depto Año Corrido;coquimbo;departamento;arriendo;Felipe Bauza 871, Coquimbo, Chile, Rinconada, Coquimbo, Coquimbo;0;0;0;70;0;0;0;3;2;1;0;0;0;0;0;450000;0;-29,99231;-71,33933;https://www.portalinmobiliario.com/MLC-1373377445-se-arrienda-hermoso-depto-ano-corrido-_JM#position=39&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
89;Espectacular Departamento Amoblado Con Vista Al Mar;coquimbo;departamento;arriendo;Avenida Costanera, Coquimbo, Coquimbo;0;8 años;94;94;0;0;5;3;2;1;0;0;0;0;0;1000000;10638,29787;-30,19378;-71,4312;https://www.portalinmobiliario.com/MLC-1527697358-espectacular-departamento-amoblado-con-vista-al-mar-_JM#position=40&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
90;Arriendo Año Corrido;coquimbo;departamento;arriendo;Sector Puertas Del Mar, Puerta del Mar, La Serena, Coquimbo;Norte;3 años;55;55;0;0;0;2;1;0;0;0;5;0;0;463698;8430,872727;-29,90075;-71,26343;https://www.portalinmobiliario.com/MLC-1524441564-arriendo-ano-corrido-_JM#position=41&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
91;Depto Año Corrido, 3d 2b 1e;coquimbo;departamento;arriendo;Federico Arcos 397, La Serena, Chile, Puerta del Mar, La Serena, Coquimbo;0;0;70;70;0;0;0;3;2;1;0;0;0;0;0;480000;6857,142857;-29,90008;-71,26439;https://www.portalinmobiliario.com/MLC-1372888847-depto-ano-corrido-3d-2b-1e-_JM#position=42&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
92;Av. Los Pescadores 5451;coquimbo;departamento;arriendo;Av. Los Pescadores 5451, Avenida del Mar, La Serena, Coquimbo;S;0;53;53;0;0;2;2;1;1;0;0;0;0;0;450000;8490,566038;-29,934;-71,28222;https://www.portalinmobiliario.com/MLC-1536743244-av-los-pescadores-5451-_JM#position=43&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
93;Avenida Libertad 201 Dp 801 C;coquimbo;departamento;arriendo;Av. Libertad 201, Puerta del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320000;0;-29,90465;-71,25883;https://www.portalinmobiliario.com/MLC-1536636166-avenida-libertad-201-dp-801-c-_JM#position=44&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
94;Condominio Pacífico 1,  Av Pacifico 4115-fll502;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1372501477-condominio-pacifico-1-av-pacifico-4115-fll502-_JM#position=45&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
95;Sector Peñuelas;coquimbo;departamento;arriendo;Sector Peñuelas, Avenida del Mar, La Serena, Coquimbo;0;0;54;54;0;0;2;2;1;0;0;0;0;0;0;550000;10185,18519;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1372385525-sector-penuelas-_JM#position=46&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
96;Departamento En Arriendo De 2 Dorm. En Coquimbo;coquimbo;departamento;arriendo;Condominio Costa Marina, Avenida Costanera, Coquimbo, Coquimbo;Oriente;1 años;45;45;0;0;0;2;1;1;0;12;22;0;0;400000;8888,888889;-30,19378;-71,4312;https://www.portalinmobiliario.com/MLC-1539093304-departamento-en-arriendo-de-2-dorm-en-coquimbo-_JM#position=47&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
97;Departamento En Arriendo Año Corrido De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;Amunategui Poniente, Avenida del Mar, La Serena, Coquimbo;-;11 años;94;86;Si;8;0;3;2;1;0;0;15;6;0;650000;6914,893617;-29,90992;-71,27452;https://www.portalinmobiliario.com/MLC-1544960154-departamento-en-arriendo-ano-corrido-de-3-dorm-en-la-serena-_JM#position=48&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
98; Calle Marcos Gallo Vergara;coquimbo;departamento;arriendo;Calle Marcos Gallo ;O;2017 años;45;45;0;0;2;2;1;1;0;4;0;6;0;470000;10444,44444;33,1421;-117,1357;https://www.portalinmobiliario.com/MLC-1373363077-calle-marcos-gallo-vergara-_JM#position=49&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
99;Hermoso Departamento Vista Toscana - La Serena ;coquimbo;departamento;arriendo;Pasaje El Chañar 600 - 900, Coquimbo, La Serena, Chile, La Pampa, La Serena, Coquimbo;P;0;95;89;0;0;0;3;2;1;0;0;0;4;0;620000;6526,315789;-29,94561;-71,26367;https://www.portalinmobiliario.com/MLC-1534947798-hermoso-departamento-vista-toscana-la-serena-_JM#position=50&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
0;Comercial, Energía Trifásica, Planta Libre, 3 Privados, Baño;santiago-metropolitana;casa;arriendo;Cuevas 1631, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);P;0;220;200;0;0;0;3;1;0;0;0;0;0;0;1000000;4545,454545;-33,46616;-70,6346;https://www.portalinmobiliario.com/MLC-1496127878-comercial-energia-trifasica-planta-libre-3-privados-bano-_JM#position=1&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
1;Casa Uso Comercial Barrio Matta Sur;santiago-metropolitana;casa;arriendo;Pedro León Ugalde, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);O;65 años;140;140;0;0;0;3;3;0;0;0;1;0;0 ;750000;5357,142857;-33,46418;-70,63522;https://www.portalinmobiliario.com/MLC-1363571905-casa-uso-comercial-barrio-matta-sur-_JM#position=2&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
2;Arriendo Departamento Nuevo 1 Dormitorio Parque Almagro;santiago-metropolitana;casa;arriendo;Teatro Caupolican, Parque Almagro, Santiago, RM (Metropolitana);0;0;38;35;0;0;0;1;1;0;0;0;0;0;0;370000;9736,842105;-33,45165;-70,65043;https://www.portalinmobiliario.com/MLC-1536733856-arriendo-departamento-nuevo-1-dormitorio-parque-almagro-_JM#position=3&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
3;Lord Cochrane - Diez De Julio;santiago-metropolitana;casa;arriendo;Lord Cochrane 736, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana);0;0;145;145;0;0;0;4;2;0;0;0;2;0;0;685000;4724,137931;-33,45508;-70,65401;https://www.portalinmobiliario.com/MLC-1372185237-lord-cochrane-diez-de-julio-_JM#position=4&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
4;Casa Michimalongo, Santiago.;santiago-metropolitana;casa;arriendo;Michimalongo 182, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);N;75 años;90;80;0;0;0;3;2;0;0;0;1;0;0;650000;7222,222222;-33,45715;-70,63218;https://www.portalinmobiliario.com/MLC-1527124360-casa-michimalongo-santiago-_JM#position=5&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
5;Arriendo Amplia Y Cómoda Casa (3d, 1b);santiago-metropolitana;casa;arriendo;Maipú, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);P;0;220;220;0;0;0;3;1;1;0;0;0;0;0;450000;2045,454545;-33,44353;-70,67635;https://www.portalinmobiliario.com/MLC-1372821167-arriendo-amplia-y-comoda-casa-3d-1b-_JM#position=6&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
6;Casa En Arriendo De 2d2b Cerca De Metro Ñuble;santiago-metropolitana;casa;arriendo;Casa En Arriendo De 2d2b Cerca De Metro Ñuble, Santiago, RM (Metropolitana);NP;8 años;70;49;0;0;0;2;2;0;0;0;1;0;95000 ;563215;8045,928571;-33,46894;-70,64055;https://www.portalinmobiliario.com/MLC-1527811712-casa-en-arriendo-de-2d2b-cerca-de-metro-nuble-_JM#position=7&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
7;Casa / Taller / Educación/ Habitacional;santiago-metropolitana;casa;arriendo;Pedro León Ugalde 1500 - 1800, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);NOSP;80 años;254;165;0;0;0;6;2;3;0;0;1;0;0 ;1783453;7021,468504;-33,46389;-70,63522;https://www.portalinmobiliario.com/MLC-1371752191-casa-taller-educacion-habitacional-_JM#position=8&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
8;Casa 2 Pisos Impecable;santiago-metropolitana;casa;arriendo;Aldunate 600 - 900, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana);0;0;80;80;0;0;0;2;1;0;0;0;0;0;0 ;450000;5625;-33,45375;-70,65495;https://www.portalinmobiliario.com/MLC-1372699373-casa-2-pisos-impecable-_JM#position=9&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
9;Casa Esquina, De 5 Amplios Dormitorios, De 2 Pisos;santiago-metropolitana;casa;arriendo;General Gana 558, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana);NOSP;25 años;240;240;0;0;0;5;2;1;0;0;2;0;0 ;1100000;4583,333333;-33,47004;-70,63804;https://www.portalinmobiliario.com/MLC-1527744640-casa-esquina-de-5-amplios-dormitorios-de-2-pisos-_JM#position=10&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
10;Casa En Arriendo En Santiago;santiago-metropolitana;casa;arriendo;Barrio Universitario, Barrio Brasil, Santiago, RM (Metropolitana);-;0 años;0;1750;0;0;0;0;0;0;1;0;0;0;0 ;13732590;0;-33,44097;-70,66392;https://www.portalinmobiliario.com/MLC-1536716546-casa-en-arriendo-en-santiago-_JM#position=11&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
11;Casa Victoria/pedro Leon Ugalde;santiago-metropolitana;casa;arriendo;Victoria,pedro Leon Ugalde, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);O;150 años;515;110;0;0;0;7;2;7;1;0;2;0;0 ;6777122;13159,46019;-33,46418;-70,63522;https://www.portalinmobiliario.com/MLC-1527671032-casa-victoriapedro-leon-ugalde-_JM#position=12&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
12;Oportunidad Propiedad Comercial / Esquina;santiago-metropolitana;casa;arriendo;Pedro Lagos 640, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);0;0;666;666;0;0;0;0;6;6;0;0;0;0;0;3566906;5355,714715;-33,46516;-70,64114;https://www.portalinmobiliario.com/MLC-1372992981-oportunidad-propiedad-comercial-esquina-_JM#position=13&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
13;Amplios Espacios;santiago-metropolitana;casa;arriendo;Madrid 1200 - 1500, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);0;0;180;170;0;0;0;4;2;1;0;0;1;0;0 ;902427;5013,483333;-33,45848;-70,63535;https://www.portalinmobiliario.com/MLC-1527590476-amplios-espacios-_JM#position=14&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
14;Casa 68 M2. Zenteno 731, Casa 739, Con 10 De Julio;santiago-metropolitana;casa;arriendo;Zenteno 731  739, Parque Almagro, Santiago, RM (Metropolitana);0;0;68;68;0;0;0;2;1;0;0;0;0;0;0;520000;7647,058824;-33,46771;-70,74806;https://www.portalinmobiliario.com/MLC-1372620681-casa-68-m2-zenteno-731-casa-739-con-10-de-julio-_JM#position=15&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
15;Maule 567 - Santiago;santiago-metropolitana;casa;arriendo;Maule 567, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);0;0;56;56;0;0;0;2;1;0;0;0;0;0;0;300000;5357,142857;-33,46592;-70,63554;https://www.portalinmobiliario.com/MLC-1385349676-maule-567-santiago-_JM#position=16&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
16;Hermosa Casa De 3d, 1b Y 2e. ¡ven A Conocerla!;santiago-metropolitana;casa;arriendo;Rogelio Ugarte, 2093, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);N;57 años;150;75;0;0;0;3;1;2;0;0;0;0;0;700000;4666,666667;-33,47119;-70,63122;https://www.portalinmobiliario.com/MLC-1412797000-hermosa-casa-de-3d-1b-y-2e-ven-a-conocerla-_JM#position=17&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
17;Arriendo En Santiago Centro Metro Santa Ana;santiago-metropolitana;casa;arriendo;Santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana);0;0;48;45;0;0;0;1;1;0;0;0;0;0;0;400000;8333,333333;-33,43636;-70,65291;https://www.portalinmobiliario.com/MLC-1361595855-arriendo-en-santiago-centro-metro-santa-ana-_JM#position=18&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
18;General Gana ( Metro Bio Bio) Casa Amplia;santiago-metropolitana;casa;arriendo;General Gana 600 - 900, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana);O;0;280;73;0;0;0;2;1;1;0;0;0;0;0;700000;2500;-33,47021;-70,63977;https://www.portalinmobiliario.com/MLC-1399014764-general-gana-metro-bio-bio-casa-amplia-_JM#position=19&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
19;Dpto. Semi Amoblado Cercano Metro;santiago-metropolitana;casa;arriendo;Av. Matta , Sta, Elena, Barrio Diez de Julio, Santiago, RM (Metropolitana);0;0;52;0;0;0;0;2;1;0;0;0;0;0;0;400000;7692,307692;-33,45686;-70,6366;https://www.portalinmobiliario.com/MLC-1466399342-dpto-semi-amoblado-cercano-metro-_JM#position=20&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
20;Hermosa Casa En Barrio Yungay;santiago-metropolitana;casa;arriendo;Cueto, 200, Barrio Yungay, Santiago, RM (Metropolitana);N;111 años;281;247;0;0;0;3;2;1;0;0;0;0;0;1200000;4270,462633;-33,4436;-70,67213;https://www.portalinmobiliario.com/MLC-1361553817-hermosa-casa-en-barrio-yungay-_JM#position=21&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
21;Excelente Arriendo Centro De Santiago Metro Santa Ana Y Plaz;santiago-metropolitana;casa;arriendo;Santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana);0;0;48;45;0;0;0;1;1;0;0;0;0;0;0;400000;8333,333333;-33,43636;-70,65291;https://www.portalinmobiliario.com/MLC-1361628041-excelente-arriendo-centro-de-santiago-metro-santa-ana-y-plaz-_JM#position=22&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
22;Bellísima Casa En Arriendo En Barrio Brasil;santiago-metropolitana;casa;arriendo;Maturana, 567, Barrio Brasil, Santiago, RM (Metropolitana);N;117 años;144;260;0;0;0;9;5;0;0;0;2;0;0;2800000;19444,44444;-33,43821;-70,66703;https://www.portalinmobiliario.com/MLC-1402349604-bellisima-casa-en-arriendo-en-barrio-brasil-_JM#position=23&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
23;Casa En Arriendo En Santiago;santiago-metropolitana;casa;arriendo;Santa Elena , Av. Matta, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);-;63 años;0;0;0;0;0;0;3;0;0;0;0;0;0 ;1640777;0;-33,45686;-70,6366;https://www.portalinmobiliario.com/MLC-1373931484-casa-en-arriendo-en-santiago-_JM#position=24&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
24;Arrienda Casa En Cite, Calle Chiloe, Santiago;santiago-metropolitana;casa;arriendo;Arrienda Casa En Cite, Calle Chiloe, Santiago, Parque O'Higgins, Santiago, RM (Metropolitana);0;98 años;56;40;0;0;0;1;1;0;0;0;1;0;0;350000;6250;-33,46908;-70,66034;https://www.portalinmobiliario.com/MLC-1452796844-arrienda-casa-en-cite-calle-chiloe-santiago-_JM#position=25&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
25;Casa En Arriendo De 4 Dorm. En Santiago;santiago-metropolitana;casa;arriendo;Franklin, Franklin - Biobío, Santiago, RM (Metropolitana);Sur;51 años;200;150;0;0;0;4;2;4;0;0;0;0;0 ;850000;4250;-33,47282;-70,64051;https://www.portalinmobiliario.com/MLC-1369272103-casa-en-arriendo-de-4-dorm-en-santiago-_JM#position=26&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
26;Depto 1 Dormitorio Con Estacionamiento, Metro Matta;santiago-metropolitana;casa;arriendo;Avenida Manuel Antonio Matta 524, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);0;0;33;33;0;0;0;1;1;1;0;0;0;0;0;360000;10909,09091;-33,45753;-70,63996;https://www.portalinmobiliario.com/MLC-1409137214-depto-1-dormitorio-con-estacionamiento-metro-matta-_JM#position=27&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
27;Patrimonial En Barrio Yungay;santiago-metropolitana;casa;arriendo;Cueto 240, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);NOSP;0;285;247;0;0;0;3;4;1;0;0;2;0;0 ;1200000;4210,526316;-33,44259;-70,67222;https://www.portalinmobiliario.com/MLC-1370620828-patrimonial-en-barrio-yungay-_JM#position=28&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
28;Oficinas Zona Típica Barrio Matta;santiago-metropolitana;casa;arriendo;Miguel León Prado 684, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);N;60 años;210;118;0;0;0;3;2;0;0;0;0;0;0 ;1500000;7142,857143;-33,46416;-70,64203;https://www.portalinmobiliario.com/MLC-1361020873-oficinas-zona-tipica-barrio-matta-_JM#position=29&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
29;San Francisco Y Santa Rosa;santiago-metropolitana;casa;arriendo;San Francisco Y Santa Rosa, Parque O'Higgins, Santiago, RM (Metropolitana);N;1370 años;343;192;0;0;0;6;6;0;1;0;2;0;0;3566906;10399,14286;-33,46279;-70,66013;https://www.portalinmobiliario.com/MLC-1370188073-san-francisco-y-santa-rosa-_JM#position=30&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
30;Eb Casa En Arriendo De 4 Dorm. En Santiago;santiago-metropolitana;casa;arriendo;General Bulnes, Alameda, Barrio Yungay, Santiago, RM (Metropolitana);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2318489;0;-33,44243;-70,66994;https://www.portalinmobiliario.com/MLC-1514123872-eb-casa-en-arriendo-de-4-dorm-en-santiago-_JM#position=31&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
31;Casa 58 M2. Zenteno 731 (con 10 De Julio) Casa 723, 1er Piso;santiago-metropolitana;casa;arriendo;Zenteno  731 Casa 723, Parque Almagro, Santiago, RM (Metropolitana);0;0;58;58;0;0;0;2;1;0;0;0;0;0;0;460000;7931,034483;-33,45565;-70,65129;https://www.portalinmobiliario.com/MLC-1370281267-casa-58-m2-zenteno-731-con-10-de-julio-casa-723-1er-piso-_JM#position=32&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
32;Arriendo Casa Esquina Directo En Sta Isabel, 650mt;santiago-metropolitana;casa;arriendo;Tocornal, 506, Santa Isabel, Santiago, RM (Metropolitana);N;0;650;400;0;0;0;12;5;8;0;0;0;0;0;3531237;5432,672308;-33,44993;-70,64176;https://www.portalinmobiliario.com/MLC-1364617891-arriendo-casa-esquina-directo-en-sta-isabel-650mt-_JM#position=33&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
33;Casa Sector Histórico Av Matta,1 Piso Excelentes Condiciones;santiago-metropolitana;casa;arriendo;Víctor Manuel 1200 - 1500, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);SP;0 años;290;200;0;0;0;9;4;0;0;0;1;0;0 ;1105741;3812,9;-33,45859;-70,63657;https://www.portalinmobiliario.com/MLC-1392054446-casa-sector-historico-av-matta1-piso-excelentes-condiciones-_JM#position=34&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
34;Casa En Arriendo De 24 Dorm. En Santiago;santiago-metropolitana;casa;arriendo;Av Brasil ,, Moneda, Barrio Brasil, Santiago, RM (Metropolitana);0;0 años;1184;900;0;0;0;24;6;0;0;0;0;0;0;6955468;5874,550676;-33,44326;-70,66432;https://www.portalinmobiliario.com/MLC-1385480534-casa-en-arriendo-de-24-dorm-en-santiago-_JM#position=35&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
35;Polifuncional Casona En Barrio Cultural;santiago-metropolitana;casa;arriendo;Cueto 1 - 300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);0;110 años;300;247;0;0;0;4;4;1;0;0;1;0;0 ;1200000;4000;-33,44213;-70,67227;https://www.portalinmobiliario.com/MLC-1540461972-polifuncional-casona-en-barrio-cultural-_JM#position=36&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
36;Casa Destino Comercial Habitacional Barrio Yungay. ;santiago-metropolitana;casa;arriendo;Adriana Cousiño 335, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana);NP;0;100;100;0;0;0;2;2;0;0;0;1;0;0 ;650000;6500;-33,44201;-70,6771;https://www.portalinmobiliario.com/MLC-1364999977-casa-destino-comercial-habitacional-barrio-yungay-_JM#position=37&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
37;Luminosa Y Amplia Casa En Barrio  Franklin;santiago-metropolitana;casa;arriendo;General Gana, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana);NP;0;78;100;0;0;0;4;2;0;0;0;1;0;0 ;700000;8974,358974;-33,47043;-70,6424;https://www.portalinmobiliario.com/MLC-1369354493-luminosa-y-amplia-casa-en-barrio-franklin-_JM#position=38&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
38;Oficina Con Excelente Ubicación;santiago-metropolitana;casa;arriendo;Diagonal Paraguay 481, Santiago, Chile, Barrio San Borja, Santiago, RM (Metropolitana);S;0;20;20;0;0;0;1;1;0;0;0;0;0;50000 ;280000;14000;-33,44248;-70,64287;https://www.portalinmobiliario.com/MLC-1437958608-oficina-con-excelente-ubicacion-_JM#position=39&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
39;Casa Remodelada En Cité Patrimonail;santiago-metropolitana;casa;arriendo;Nueva De Valdés 664, Santiago, Chile, San Diego, Santiago, RM (Metropolitana);NOSP;80 años;105;100;0;0;0;3;2;0;0;0;2;0;0 ;660000;6285,714286;-33,45723;-70,64455;https://www.portalinmobiliario.com/MLC-1371739507-casa-remodelada-en-cite-patrimonail-_JM#position=40&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
40;Amplia Habitación Incluye Cable E Internet Santiago Centro;santiago-metropolitana;casa;arriendo;Cuevas 1530, Santiago, Región Metropolitana, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana);SP;30 años;20;20;0;0;0;1;1;0;0;0;2;0;0;150000;7500;-33,46432;-70,63245;https://www.portalinmobiliario.com/MLC-1451755448-amplia-habitacion-incluye-cable-e-internet-santiago-centro-_JM#position=41&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
